ID;Nº DE INGRESOS;DELITO GENERICO;DELITO ESPECÍFICO;SITUACION JURIDICA;EDAD;SEXO;PAIS;ESTADO CIVIL;GRADO DE INSTRUCCIÓN;OCUPACION GENERICO;OCUPACION ESPECIFICO;NOMBRE DEL PENAL;DEPARTAMENTO;OFICINA REGIONAL;MES;CONTINENTE
36490;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;30;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36491;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL;PROCESADO;36;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OBREROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36492;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;AGRESIONES CONTRA LA MUJER O INTEGRANTES DEL GRUPO FAMILIAR;SENTENCIADO;27;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36493;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;24;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36494;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;29;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36495;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS - FORMAS AGRAVADAS;SENTENCIADO;31;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36496;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS - FORMAS AGRAVADAS;SENTENCIADO;32;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36497;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - ASESINATO;SENTENCIADO;53;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36498;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - ASESINATO;SENTENCIADO;50;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36499;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;22;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36500;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;32;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36501;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;SENTENCIADO;19;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36502;2;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;59;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OBREROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36503;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;24;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36504;1;DELITOS CONTRA EL PATRIMONIO;EXTORSIÓN;SENTENCIADO;37;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36505;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;20;FEMENINO;PERÚ;SOLTERO;ANALFABETO;OFICIOS;OTROS OFICIOS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36506;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO SIMPLE;PROCESADO;37;MASCULINO;PERÚ;SOLTERO;SUPERIOR UNIV. COMP.;OFICIOS;OTROS OFICIOS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36507;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;23;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36508;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;34;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36509;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;36;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36510;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;39;MASCULINO;PERÚ;SOLTERO;PRIMARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36511;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;34;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;NO TRABAJAN;NO TRABAJAN;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36512;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;48;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36513;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;PROMOCIÓN O FAVORECIMIENTO AL TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;56;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36514;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;31;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36515;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;27;MASCULINO;PERÚ;SOLTERO;PRIMARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36516;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;36;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;ESTUDIANTES;ESTUDIANTES;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36517;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS - FORMAS AGRAVADAS;SENTENCIADO;37;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36518;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;23;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36519;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;40;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36520;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;65;FEMENINO;PERÚ;CONVIVIENTE;ANALFABETO;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36521;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;PROMOCIÓN O FAVORECIMIENTO AL TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;23;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36522;2;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;43;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36523;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;34;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36524;1;DELITOS CONTRA LA LIBERTAD;ACTOS CONTRA EL PUDOR EN MENORES DE 14 AÑOS;SENTENCIADO;28;MASCULINO;PERÚ;SOLTERO;PRIMARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36525;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;51;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36526;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD EN GRADO DE TENTATIVA;SENTENCIADO;29;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36527;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;29;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36528;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;31;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36529;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;48;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36530;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;PROMOCIÓN O FAVORECIMIENTO AL TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;39;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OBREROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36531;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;AGRESIONES CONTRA LA MUJER O INTEGRANTES DEL GRUPO FAMILIAR;PROCESADO;51;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36532;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;PROCESADO;43;MASCULINO;PERÚ;SOLTERO;SUPERIOR UNIV. INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36533;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL;SENTENCIADO;36;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36534;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;25;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36535;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;33;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36536;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;FEMINICIDIO;PROCESADO;53;MASCULINO;PERÚ;CASADO;PRIMARIA INCOMP.;OFICIOS;OBREROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36537;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;53;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36538;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;34;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36539;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;24;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36540;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL;PROCESADO;19;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36541;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS - FORMAS AGRAVADAS;SENTENCIADO;40;MASCULINO;PERÚ;SOLTERO;PRIMARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36542;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;27;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36543;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;35;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36544;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;31;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36545;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;PROCESADO;41;MASCULINO;PERÚ;SOLTERO;SUPERIOR NO UNIV. COMP.;OFICIOS;COMERCIANTES;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36546;1;DELITOS CONTRA LA LIBERTAD;ACTOS CONTRA EL PUDOR EN MENORES DE 14 AÑOS;SENTENCIADO;29;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36547;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;LESIONES GRAVES POR VIOLENCIA FAMILIAR;SENTENCIADO;44;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36548;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;45;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36549;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;23;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36550;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;21;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36551;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD EN GRADO DE TENTATIVA;SENTENCIADO;50;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36552;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;PROCESADO;51;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36553;3;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO - GRADO TENTATIVA;SENTENCIADO;37;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36554;2;DELITOS CONTRA LA LIBERTAD;ACTOS CONTRA EL PUDOR EN MENORES DE 14 AÑOS;SENTENCIADO;34;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36555;1;DELITOS CONTRA LA LIBERTAD;TOCAMIENTOS, ACTOS DE CONNOTACIÓN SEXUAL O ACTOS LIBIDINOSOS EN AGRAVIO DE MENORES;PROCESADO;21;MASCULINO;PERÚ;SOLTERO;ANALFABETO;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36556;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;34;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36557;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - GRADO TENTATIVA;SENTENCIADO;56;MASCULINO;PERÚ;CASADO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36558;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;27;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36559;1;DELITOS CONTRA LA LIBERTAD;SECUESTRO - GRADO TENTATIVA;SENTENCIADO;32;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36560;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS - FORMAS AGRAVADAS;SENTENCIADO;56;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36561;1;DELITOS CONTRA LA LIBERTAD;ACTOS CONTRA EL PUDOR EN MENORES DE 14 AÑOS;SENTENCIADO;53;MASCULINO;PERÚ;SOLTERO;ANALFABETO;OFICIOS;OBREROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36562;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL;SENTENCIADO;56;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36563;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;33;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36564;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;24;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36565;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO POR EMOCIÓN VIOLENTA;PROCESADO;25;FEMENINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;COMERCIANTES;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36566;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;39;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36567;2;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;54;MASCULINO;PERÚ;SOLTERO;ANALFABETO;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36568;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL;SENTENCIADO;42;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36569;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;32;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36570;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;FEMINICIDIO GRADO DE TENTATIVA;SENTENCIADO;32;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
36571;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;47;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;COMERCIANTES;E.P. DE RÍO NEGRO;Junin;Centro - Huancayo;JUNIO;América
